回号,抽せん日,当選番号,ストレート,ボックス,セット（ストレート）,セット（ボックス）,ミニ,販売実績額
2221,2007/11/27,395,80,543.0,199.0,1168.0,446,95611600.0
2222,2007/11/28,373,119,297.0,192.0,430.0,593,96470400.0
2223,2007/11/29,361,136,718.0,306.0,1482.0,532,98437400.0
2224,2007/11/30,326,151,725.0,360.0,1368.0,869,104183600.0
2225,2007/12/03,469,177,788.0,384.0,1458.0,546,125250600.0
2226,2007/12/04,517,149,646.0,322.0,1263.0,575,94516600.0
2227,2007/12/05,515,170,270.0,250.0,358.0,483,97424600.0
2228,2007/12/06,426,176,820.0,387.0,1467.0,537,98272000.0
2229,2007/12/07,306,107,617.0,339.0,1314.0,306,104629000.0
2230,2007/12/10,839,155,968.0,298.0,1853.0,884,130018200.0
2231,2007/12/11,943,104,458.0,194.0,963.0,646,96869200.0
2232,2007/12/12,580,70,507.0,195.0,1049.0,573,99100600.0
2233,2007/12/13,033,122,250.0,156.0,430.0,891,97305400.0
2234,2007/12/14,579,119,527.0,229.0,913.0,517,109671000.0
2235,2007/12/17,888,855,,,,1055,130793400.0
2236,2007/12/18,761,101,486.0,173.0,1191.0,489,96529800.0
2237,2007/12/19,896,128,557.0,209.0,1169.0,740,99978000.0
2238,2007/12/20,538,188,1105.0,465.0,2206.0,840,102373600.0
2239,2007/12/21,958,101,505.0,211.0,1156.0,830,107819400.0
2240,2007/12/24,768,108,732.0,246.0,1351.0,519,116474600.0
2241,2007/12/25,294,142,646.0,327.0,1471.0,450,102514200.0
2242,2007/12/26,304,114,428.0,234.0,897.0,415,105179400.0
2243,2007/12/27,715,139,726.0,357.0,1490.0,689,110265000.0
2244,2007/12/28,182,175,1069.0,309.0,2085.0,707,121630000.0
2245,2008/01/04,029,142,774.0,266.0,1470.0,909,129986400.0
2246,2008/01/07,965,127,689.0,221.0,1385.0,519,137612600.0
2247,2008/01/08,682,132,790.0,258.0,1504.0,425,104501800.0
2248,2008/01/09,443,228,293.0,184.0,327.0,568,106410600.0
2249,2008/01/10,972,104,664.0,230.0,1503.0,637,105563600.0
2250,2008/01/11,900,130,217.0,146.0,283.0,802,108176000.0
2251,2008/01/14,978,144,864.0,268.0,1553.0,913,117618400.0
2252,2008/01/15,651,106,626.0,227.0,1411.0,893,99812000.0
2253,2008/01/16,178,185,578.0,293.0,1213.0,622,100155000.0
2254,2008/01/17,810,124,547.0,294.0,998.0,448,101162400.0
2255,2008/01/18,066,88,230.0,165.0,363.0,658,107427600.0
2256,2008/01/21,875,167,960.0,301.0,1582.0,550,129674600.0
2257,2008/01/22,297,146,616.0,216.0,1360.0,820,99150800.0
2258,2008/01/23,390,112,574.0,183.0,1312.0,381,94065800.0
2259,2008/01/24,018,70,425.0,135.0,922.0,692,96428000.0
2260,2008/01/25,004,72,200.0,109.0,315.0,374,107668600.0
2261,2008/01/28,982,133,990.0,251.0,1902.0,581,128052800.0
2262,2008/01/29,488,78,159.0,129.0,242.0,540,97735000.0
2263,2008/01/30,514,147,574.0,296.0,1041.0,429,101877800.0
2264,2008/01/31,309,141,436.0,246.0,925.0,558,104545600.0
2265,2008/02/01,170,85,533.0,144.0,1160.0,460,109166800.0
2266,2008/02/04,122,217,457.0,269.0,534.0,873,128075400.0
2267,2008/02/05,699,108,252.0,173.0,361.0,605,99471800.0
2268,2008/02/06,745,148,585.0,261.0,1028.0,517,98293000.0
2269,2008/02/07,014,84,490.0,190.0,1031.0,362,101433400.0
2270,2008/02/08,086,66,536.0,129.0,1110.0,504,107919800.0
2271,2008/02/11,014,109,507.0,173.0,916.0,426,116947200.0
2272,2008/02/12,610,125,460.0,256.0,902.0,319,90240000.0
2273,2008/02/13,569,106,364.0,200.0,845.0,481,96761400.0
2274,2008/02/14,705,110,437.0,294.0,773.0,412,99977200.0
2275,2008/02/15,435,98,614.0,175.0,1186.0,1008,114610200.0
2276,2008/02/18,599,164,266.0,186.0,341.0,650,135737600.0
2277,2008/02/19,802,91,550.0,249.0,1088.0,376,101615000.0
2278,2008/02/20,215,261,755.0,418.0,1299.0,690,102772200.0
2279,2008/02/21,276,90,589.0,205.0,1180.0,767,103045000.0
2280,2008/02/22,175,115,866.0,329.0,1692.0,453,110363000.0
2281,2008/02/25,128,242,1109.0,495.0,1984.0,834,131780600.0
2282,2008/02/26,472,83,641.0,209.0,1417.0,304,99054400.0
2283,2008/02/27,348,135,652.0,301.0,1309.0,693,101869400.0
2284,2008/02/28,956,115,620.0,259.0,1287.0,672,106198200.0
2285,2008/02/29,616,181,265.0,273.0,368.0,568,115318200.0
2286,2008/03/03,648,203,885.0,356.0,1466.0,545,135929600.0
2287,2008/03/04,199,73,190.0,85.0,309.0,551,100806000.0
2288,2008/03/05,022,96,264.0,150.0,434.0,565,102051800.0
2289,2008/03/06,858,63,276.0,125.0,394.0,493,104499400.0
2290,2008/03/07,842,80,764.0,166.0,1592.0,504,107899800.0
2291,2008/03/10,686,153,351.0,248.0,391.0,501,130406600.0
2292,2008/03/11,685,91,620.0,185.0,1286.0,435,102203200.0
2293,2008/03/12,633,174,281.0,166.0,408.0,1195,102254400.0
2294,2008/03/13,139,90,698.0,178.0,1437.0,567,102989000.0
2295,2008/03/14,317,256,689.0,503.0,1263.0,641,103669000.0
2296,2008/03/17,281,149,1072.0,209.0,1914.0,785,131436600.0
2297,2008/03/18,440,102,270.0,190.0,385.0,446,99236200.0
2298,2008/03/19,240,80,693.0,200.0,1523.0,292,93552600.0
2299,2008/03/20,418,137,588.0,355.0,1129.0,582,86400800.0
2300,2008/03/21,411,125,311.0,226.0,421.0,914,103254400.0
2301,2008/03/24,048,124,678.0,231.0,1318.0,622,120286400.0
2302,2008/03/25,849,80,485.0,165.0,1148.0,468,98136200.0
2303,2008/03/26,022,70,185.0,94.0,347.0,599,99598000.0
2304,2008/03/27,631,100,690.0,195.0,1440.0,471,101230800.0
2305,2008/03/28,197,136,665.0,322.0,1307.0,389,104562200.0
2306,2008/03/31,909,196,293.0,246.0,400.0,570,124386400.0
2307,2008/04/01,401,341,871.0,561.0,1362.0,432,94973000.0
2308,2008/04/02,601,85,642.0,234.0,1210.0,346,95055000.0
2309,2008/04/03,279,106,515.0,214.0,1160.0,381,98670800.0
2310,2008/04/04,889,107,282.0,225.0,363.0,501,104201200.0
2311,2008/04/07,457,114,603.0,194.0,1068.0,540,120066200.0
2312,2008/04/08,478,142,561.0,359.0,1175.0,815,89643800.0
2313,2008/04/09,412,162,581.0,341.0,1258.0,457,94474200.0
2314,2008/04/10,499,108,246.0,185.0,314.0,759,92832400.0
2315,2008/04/11,946,139,882.0,325.0,1884.0,515,102429000.0
2316,2008/04/14,422,183,366.0,262.0,369.0,903,121619000.0
2317,2008/04/15,165,133,502.0,211.0,1080.0,542,101198000.0
2318,2008/04/16,230,91,430.0,159.0,949.0,484,98664400.0
2319,2008/04/17,237,109,645.0,220.0,1295.0,613,96379000.0
2320,2008/04/18,617,131,497.0,299.0,961.0,468,99888400.0
2321,2008/04/21,668,108,244.0,178.0,315.0,656,125928000.0
2322,2008/04/22,679,185,477.0,328.0,913.0,493,96876200.0
2323,2008/04/23,621,134,693.0,298.0,1423.0,472,96299200.0
2324,2008/04/24,774,155,231.0,191.0,282.0,581,95713600.0
2325,2008/04/25,117,190,346.0,368.0,445.0,471,106355200.0
2326,2008/04/28,670,121,513.0,228.0,959.0,310,127712600.0
2327,2008/04/29,212,111,276.0,133.0,388.0,386,88184600.0
2328,2008/04/30,724,214,841.0,375.0,1584.0,733,100570800.0
2329,2008/05/01,162,103,695.0,194.0,1511.0,409,101013200.0
2330,2008/05/02,751,98,997.0,246.0,2144.0,507,108011400.0
2331,2008/05/05,779,88,238.0,160.0,258.0,502,110453800.0
2332,2008/05/06,627,211,765.0,410.0,1529.0,549,88548200.0
2333,2008/05/07,046,113,379.0,127.0,744.0,455,91892000.0
2334,2008/05/08,276,83,654.0,217.0,1423.0,386,96634000.0
2335,2008/05/09,655,126,274.0,195.0,335.0,1221,104230200.0
2336,2008/05/12,970,71,429.0,123.0,888.0,343,121970800.0
2337,2008/05/13,907,131,394.0,192.0,738.0,404,92668000.0
2338,2008/05/14,357,178,700.0,317.0,1377.0,434,93770800.0
2339,2008/05/15,302,96,399.0,185.0,879.0,333,98320200.0
2340,2008/05/16,119,144,290.0,260.0,323.0,665,102509200.0
2341,2008/05/19,728,176,799.0,420.0,1477.0,705,117119600.0
2342,2008/05/20,874,117,554.0,265.0,1237.0,525,89916000.0
2343,2008/05/21,950,76,339.0,147.0,833.0,311,92835600.0
2344,2008/05/22,677,145,174.0,170.0,243.0,788,92529800.0
2345,2008/05/23,316,210,596.0,359.0,1167.0,520,99108200.0
2346,2008/05/26,613,209,864.0,353.0,1411.0,659,116658800.0
2347,2008/05/27,183,75,615.0,224.0,1360.0,556,90484600.0
2348,2008/05/28,975,68,436.0,169.0,933.0,436,92028000.0
2349,2008/05/29,842,86,668.0,217.0,1416.0,544,91301600.0
2350,2008/05/30,772,118,316.0,201.0,554.0,417,99852600.0
2351,2008/06/02,342,89,650.0,160.0,1356.0,444,114812800.0
2352,2008/06/03,041,46,403.0,103.0,940.0,594,88252000.0
2353,2008/06/04,471,153,783.0,256.0,1725.0,547,94698200.0
2354,2008/06/05,739,124,531.0,227.0,1063.0,563,93357600.0
2355,2008/06/06,453,99,507.0,221.0,910.0,441,101567400.0
2356,2008/06/09,091,70,569.0,151.0,1233.0,500,114218400.0
2357,2008/06/10,596,114,412.0,212.0,851.0,379,93133800.0
2358,2008/06/11,704,108,414.0,201.0,800.0,354,91034400.0
2359,2008/06/12,538,123,712.0,275.0,1551.0,702,93408600.0
2360,2008/06/13,272,84,310.0,145.0,482.0,530,104653400.0
2361,2008/06/16,474,147,344.0,189.0,391.0,530,122149200.0
2362,2008/06/17,809,86,474.0,224.0,1073.0,425,93367200.0
2363,2008/06/18,215,121,533.0,310.0,1131.0,557,93224600.0
2364,2008/06/19,401,100,488.0,182.0,970.0,363,93223600.0
2365,2008/06/20,070,63,196.0,117.0,302.0,451,99627600.0
2366,2008/06/23,991,139,295.0,150.0,377.0,363,118254400.0
2367,2008/06/24,777,879,,,,717,93568200.0
2368,2008/06/25,597,107,562.0,175.0,985.0,380,94851600.0
2369,2008/06/26,009,85,228.0,162.0,365.0,513,97932600.0
2370,2008/06/27,816,165,590.0,314.0,1339.0,570,103509000.0
2371,2008/06/30,960,162,588.0,250.0,1191.0,763,125446400.0
2372,2008/07/01,856,65,526.0,169.0,981.0,427,97011800.0
2373,2008/07/02,703,239,606.0,486.0,939.0,412,98526200.0
2374,2008/07/03,943,95,436.0,172.0,999.0,457,98416600.0
2375,2008/07/04,618,179,552.0,354.0,936.0,698,104272600.0
2376,2008/07/07,271,160,992.0,260.0,1941.0,686,123172000.0
2377,2008/07/08,202,203,260.0,162.0,349.0,382,93209400.0
2378,2008/07/09,808,145,260.0,186.0,255.0,471,92312800.0
2379,2008/07/10,200,122,205.0,115.0,298.0,926,96119200.0
2380,2008/07/11,372,132,595.0,218.0,1237.0,703,99924400.0
2381,2008/07/14,286,112,825.0,219.0,1430.0,482,116300200.0
2382,2008/07/15,141,80,206.0,139.0,380.0,366,91621400.0
2383,2008/07/16,568,153,419.0,236.0,693.0,345,91327000.0
2384,2008/07/17,066,62,227.0,142.0,363.0,529,91862800.0
2385,2008/07/18,733,75,289.0,143.0,448.0,811,96398200.0
2386,2008/07/21,141,87,265.0,109.0,437.0,341,102582400.0
2387,2008/07/22,626,107,252.0,197.0,234.0,636,86994200.0
2388,2008/07/23,475,109,412.0,157.0,829.0,647,87486200.0
2389,2008/07/24,142,77,548.0,121.0,1263.0,632,88498400.0
2390,2008/07/25,271,93,712.0,209.0,1493.0,548,96214000.0
2391,2008/07/28,900,111,261.0,173.0,339.0,676,114397400.0
2392,2008/07/29,325,168,507.0,285.0,928.0,511,88476600.0
2393,2008/07/30,963,80,560.0,178.0,1318.0,419,89266000.0
2394,2008/07/31,008,81,210.0,98.0,298.0,365,92304800.0
2395,2008/08/01,169,96,496.0,197.0,1174.0,437,98204600.0
2396,2008/08/04,003,127,334.0,157.0,338.0,431,110115200.0
2397,2008/08/05,531,137,607.0,256.0,1304.0,428,85996000.0
2398,2008/08/06,140,76,549.0,157.0,1201.0,371,86967400.0
2399,2008/08/07,801,114,580.0,241.0,1204.0,436,89096000.0
2400,2008/08/08,703,154,500.0,326.0,923.0,370,95315200.0
2401,2008/08/11,117,242,508.0,424.0,571.0,656,109320000.0
2402,2008/08/12,928,119,483.0,277.0,1132.0,478,83732400.0
2403,2008/08/13,750,60,312.0,132.0,778.0,268,80356400.0
2404,2008/08/14,158,101,626.0,180.0,1459.0,379,82755200.0
2405,2008/08/15,311,103,340.0,183.0,477.0,646,92293600.0
2406,2008/08/18,247,189,1023.0,346.0,1629.0,634,117891600.0
2407,2008/08/19,812,172,722.0,310.0,1497.0,440,87923200.0
2408,2008/08/20,016,64,585.0,187.0,1205.0,416,90319400.0
2409,2008/08/21,677,86,188.0,144.0,251.0,504,91425000.0
2410,2008/08/22,551,126,244.0,167.0,343.0,347,95877600.0
2411,2008/08/25,667,152,333.0,228.0,313.0,544,116480400.0
2412,2008/08/26,725,160,619.0,322.0,1157.0,434,91943400.0
2413,2008/08/27,764,68,500.0,165.0,874.0,518,93493800.0
2414,2008/08/28,483,111,569.0,242.0,1134.0,428,93614400.0
2415,2008/08/29,734,98,596.0,246.0,1172.0,547,101744600.0
2416,2008/09/01,200,98,241.0,128.0,294.0,946,122835000.0
2417,2008/09/02,200,75,256.0,160.0,401.0,641,92293200.0
2418,2008/09/03,425,163,466.0,243.0,825.0,431,96059200.0
2419,2008/09/04,532,94,629.0,140.0,1173.0,564,96060400.0
2420,2008/09/05,801,99,516.0,224.0,1016.0,550,102280800.0
2421,2008/09/08,148,138,691.0,244.0,1185.0,653,121502200.0
2422,2008/09/09,417,230,772.0,441.0,1390.0,547,95233200.0
2423,2008/09/10,953,96,539.0,151.0,1106.0,390,96627400.0
2424,2008/09/11,718,122,554.0,317.0,1103.0,582,97089000.0
2425,2008/09/12,621,138,781.0,299.0,1511.0,500,102959800.0
2426,2008/09/15,472,162,1076.0,292.0,1684.0,739,108434800.0
2427,2008/09/16,232,82,277.0,126.0,401.0,351,87906200.0
2428,2008/09/17,748,106,512.0,207.0,1115.0,340,93045200.0
2429,2008/09/18,432,115,608.0,218.0,1364.0,382,92055800.0
2430,2008/09/19,314,229,593.0,326.0,1103.0,505,98214200.0
2431,2008/09/22,675,133,698.0,218.0,1207.0,586,118770000.0
2432,2008/09/23,223,124,243.0,182.0,310.0,797,83726200.0
2433,2008/09/24,440,98,223.0,183.0,262.0,296,92131000.0
2434,2008/09/25,544,105,231.0,118.0,304.0,816,96107800.0
2435,2008/09/26,972,77,736.0,201.0,1660.0,535,100532800.0
2436,2008/09/29,321,223,1114.0,369.0,1808.0,600,116131800.0
2437,2008/09/30,817,136,474.0,245.0,966.0,528,90654000.0
2438,2008/10/01,802,100,406.0,200.0,933.0,491,93854000.0
2439,2008/10/02,157,136,767.0,244.0,1521.0,375,94317800.0
2440,2008/10/03,234,180,822.0,341.0,1333.0,496,99004600.0
2441,2008/10/06,187,92,693.0,196.0,1422.0,519,117228800.0
2442,2008/10/07,591,62,465.0,146.0,935.0,507,93346000.0
2443,2008/10/08,015,87,472.0,144.0,1099.0,456,89881800.0
2444,2008/10/09,493,94,332.0,148.0,773.0,1009,91877600.0
2445,2008/10/10,410,143,778.0,307.0,1412.0,644,97548200.0
2446,2008/10/13,468,144,660.0,261.0,957.0,585,105384400.0
2447,2008/10/14,560,49,306.0,105.0,585.0,255,80375400.0
2448,2008/10/15,950,52,427.0,175.0,921.0,309,95783000.0
2449,2008/10/16,136,111,646.0,262.0,1317.0,686,97351600.0
2450,2008/10/17,327,202,852.0,385.0,1641.0,721,101665400.0
2451,2008/10/20,618,239,878.0,496.0,1277.0,983,120510800.0
2452,2008/10/21,053,64,448.0,92.0,929.0,327,92955200.0
2453,2008/10/22,213,137,753.0,258.0,1436.0,439,92059400.0
2454,2008/10/23,562,99,609.0,169.0,1185.0,360,91975600.0
2455,2008/10/24,247,141,881.0,347.0,1746.0,537,98554600.0
2456,2008/10/27,969,123,286.0,193.0,359.0,684,125345800.0
2457,2008/10/28,625,129,524.0,239.0,865.0,622,94339400.0
2458,2008/10/29,942,54,556.0,120.0,1285.0,570,94209000.0
2459,2008/10/30,108,160,638.0,334.0,1162.0,472,97197600.0
2460,2008/10/31,449,89,210.0,171.0,240.0,434,102206800.0
2461,2008/11/03,226,187,334.0,251.0,420.0,643,112820800.0
2462,2008/11/04,600,69,210.0,132.0,268.0,1053,92108400.0
2463,2008/11/05,089,173,625.0,359.0,1224.0,467,93554800.0
2464,2008/11/06,150,78,467.0,169.0,954.0,321,92885000.0
2465,2008/11/07,996,83,170.0,147.0,244.0,324,96965000.0
2466,2008/11/10,634,166,709.0,332.0,1210.0,574,115746200.0
2467,2008/11/11,758,123,527.0,239.0,1127.0,490,90334200.0
2468,2008/11/12,178,237,604.0,379.0,1196.0,762,88464400.0
2469,2008/11/13,868,94,200.0,137.0,392.0,398,91396200.0
2470,2008/11/14,654,89,617.0,203.0,1130.0,474,95976000.0
2471,2008/11/17,424,150,333.0,196.0,393.0,693,114766400.0
2472,2008/11/18,862,100,623.0,170.0,1318.0,359,87709800.0
2473,2008/11/19,278,120,501.0,278.0,999.0,426,85559800.0
2474,2008/11/20,870,52,392.0,144.0,810.0,327,88735400.0
2475,2008/11/21,933,83,340.0,145.0,461.0,971,93421600.0
2476,2008/11/24,560,81,365.0,130.0,776.0,275,95372600.0
2477,2008/11/25,381,124,620.0,231.0,1287.0,479,87211600.0
2478,2008/11/26,425,129,499.0,243.0,960.0,533,88557600.0
2479,2008/11/27,020,94,203.0,114.0,342.0,1011,89157600.0
2480,2008/11/28,879,62,594.0,234.0,1287.0,447,95352000.0
2481,2008/12/01,908,197,781.0,386.0,1347.0,530,118915000.0
2482,2008/12/02,415,139,449.0,289.0,963.0,527,89816400.0
2483,2008/12/03,707,102,247.0,187.0,259.0,310,91598400.0
2484,2008/12/04,082,64,489.0,149.0,1062.0,394,92362400.0
2485,2008/12/05,588,127,229.0,158.0,280.0,711,92236200.0
2486,2008/12/08,341,161,650.0,241.0,1224.0,554,115290800.0
2487,2008/12/09,260,75,471.0,183.0,941.0,355,85757800.0
2488,2008/12/10,927,127,680.0,289.0,1310.0,548,93605000.0
2489,2008/12/11,075,67,429.0,153.0,963.0,551,95630000.0
2490,2008/12/12,308,136,537.0,296.0,1145.0,503,100907200.0
2491,2008/12/15,420,192,733.0,385.0,1357.0,595,125285800.0
2492,2008/12/16,155,79,241.0,120.0,424.0,750,99842400.0
2493,2008/12/17,640,101,399.0,165.0,796.0,322,93617600.0
2494,2008/12/18,669,118,273.0,193.0,366.0,548,98887000.0
2495,2008/12/19,012,128,690.0,269.0,1189.0,591,105875800.0
2496,2008/12/22,514,183,716.0,289.0,1206.0,483,120156400.0
2497,2008/12/23,630,106,578.0,265.0,1240.0,460,86863600.0
2498,2008/12/24,300,159,275.0,175.0,252.0,1119,95904800.0
2499,2008/12/25,817,123,760.0,322.0,1469.0,606,98455800.0
2500,2008/12/26,885,114,285.0,202.0,315.0,443,103581000.0
2501,2008/12/29,610,221,799.0,525.0,1555.0,568,124314000.0
2502,2008/12/30,654,76,513.0,143.0,1031.0,335,96691800.0
2503,2009/01/05,534,115,779.0,220.0,1554.0,458,119020400.0
2504,2009/01/06,799,105,235.0,150.0,300.0,985,98752400.0
2505,2009/01/07,797,97,297.0,188.0,357.0,376,99321000.0
2506,2009/01/08,724,168,772.0,328.0,1365.0,496,97738800.0
2507,2009/01/09,685,121,571.0,193.0,1231.0,318,98374200.0
2508,2009/01/12,328,193,847.0,393.0,1476.0,627,115992600.0
2509,2009/01/13,001,82,260.0,165.0,310.0,551,94691800.0
2510,2009/01/14,243,93,732.0,209.0,1365.0,452,92936400.0
2511,2009/01/15,715,180,841.0,393.0,1623.0,769,96979400.0
2512,2009/01/16,308,127,483.0,289.0,983.0,545,102518600.0
2513,2009/01/19,233,121,348.0,174.0,438.0,898,126450000.0
2514,2009/01/20,776,67,189.0,108.0,238.0,666,95847800.0
2515,2009/01/21,828,147,252.0,231.0,297.0,491,94459000.0
2516,2009/01/22,614,187,580.0,376.0,1164.0,491,94329600.0
2517,2009/01/23,593,108,606.0,265.0,1298.0,451,103757000.0
2518,2009/01/26,509,111,646.0,278.0,1180.0,660,125642800.0
2519,2009/01/27,762,69,623.0,180.0,1392.0,595,96269600.0
2520,2009/01/28,826,145,682.0,329.0,1307.0,552,97024400.0
2521,2009/01/29,845,93,513.0,223.0,992.0,558,99339200.0
2522,2009/01/30,631,119,756.0,233.0,1538.0,652,103401600.0
2523,2009/02/02,412,256,1009.0,416.0,1632.0,669,128934200.0
2524,2009/02/03,461,101,554.0,186.0,1089.0,331,95942400.0
2525,2009/02/04,434,89,223.0,135.0,293.0,396,97968200.0
2526,2009/02/05,573,179,985.0,335.0,1726.0,584,102951400.0
2527,2009/02/06,147,150,823.0,354.0,1505.0,490,105342600.0
2528,2009/02/09,069,161,591.0,225.0,1182.0,648,125466000.0
2529,2009/02/10,320,169,452.0,279.0,953.0,504,97609000.0
2530,2009/02/11,776,64,156.0,99.0,226.0,280,89543600.0
2531,2009/02/12,319,171,623.0,313.0,1116.0,467,100645000.0
2532,2009/02/13,031,88,624.0,135.0,1535.0,471,110332000.0
2533,2009/02/16,529,220,861.0,335.0,1608.0,706,132066800.0
2534,2009/02/17,648,200,794.0,331.0,1414.0,614,98158400.0
2535,2009/02/18,134,119,604.0,186.0,1189.0,528,97333000.0
2536,2009/02/19,133,103,404.0,180.0,639.0,808,98660000.0
2537,2009/02/20,070,55,258.0,127.0,415.0,490,100824200.0
2538,2009/02/23,484,91,276.0,141.0,324.0,555,122250000.0
2539,2009/02/24,686,74,206.0,167.0,294.0,323,92568200.0
2540,2009/02/25,787,241,364.0,362.0,412.0,377,100116000.0
2541,2009/02/26,788,202,758.0,384.0,1133.0,1218,107211000.0
2542,2009/02/27,660,118,279.0,171.0,320.0,431,109981200.0
2543,2009/03/02,596,183,704.0,299.0,1431.0,531,132206800.0
2544,2009/03/03,403,98,462.0,241.0,996.0,495,95834600.0
2545,2009/03/04,660,107,203.0,156.0,322.0,322,96262600.0
2546,2009/03/05,011,100,301.0,131.0,480.0,549,102820600.0
2547,2009/03/06,992,107,306.0,207.0,457.0,512,99154400.0
2548,2009/03/09,779,140,407.0,285.0,422.0,613,124364400.0
2549,2009/03/10,481,64,486.0,165.0,1070.0,328,97796200.0
2550,2009/03/11,814,98,497.0,227.0,1029.0,489,94724800.0
2551,2009/03/12,571,114,722.0,252.0,1585.0,532,99490600.0
2552,2009/03/13,195,105,504.0,165.0,1117.0,567,100755200.0
2553,2009/03/16,404,165,414.0,260.0,482.0,486,122600200.0
2554,2009/03/17,828,113,246.0,197.0,268.0,602,94520400.0
2555,2009/03/18,118,192,318.0,359.0,419.0,843,95315200.0
2556,2009/03/19,586,73,440.0,162.0,790.0,302,96059600.0
2557,2009/03/20,050,53,272.0,128.0,318.0,558,85994600.0
2558,2009/03/23,611,159,405.0,203.0,601.0,480,113603800.0
2559,2009/03/24,445,108,227.0,182.0,275.0,458,87741600.0
2560,2009/03/25,753,154,619.0,223.0,1130.0,522,90917800.0
2561,2009/03/26,667,134,333.0,199.0,294.0,563,94556400.0
2562,2009/03/27,117,273,498.0,538.0,577.0,565,99893200.0
2563,2009/03/30,413,261,794.0,355.0,1225.0,537,119631400.0
2564,2009/03/31,566,111,269.0,163.0,336.0,515,94429000.0
2565,2009/04/01,597,64,435.0,118.0,850.0,275,93371000.0
2566,2009/04/02,308,157,438.0,324.0,949.0,593,96330400.0
2567,2009/04/03,477,114,313.0,177.0,389.0,497,100784600.0
2568,2009/04/06,890,110,630.0,228.0,1395.0,497,118815800.0
2569,2009/04/07,283,101,521.0,174.0,1096.0,372,91200600.0
2570,2009/04/08,472,94,828.0,266.0,1549.0,467,90105800.0
2571,2009/04/09,169,81,550.0,211.0,1155.0,465,91723200.0
2572,2009/04/10,400,203,392.0,295.0,451.0,1288,98287000.0
2573,2009/04/13,910,140,752.0,334.0,1484.0,533,112141400.0
2574,2009/04/14,396,89,487.0,204.0,1044.0,289,83349000.0
2575,2009/04/15,401,132,653.0,286.0,1324.0,454,95930600.0
2576,2009/04/16,870,79,369.0,180.0,810.0,462,97909600.0
2577,2009/04/17,925,184,613.0,344.0,1192.0,768,99717000.0
2578,2009/04/20,125,192,806.0,366.0,1312.0,566,116639200.0
2579,2009/04/21,397,92,385.0,188.0,801.0,298,88650000.0
2580,2009/04/22,315,209,755.0,406.0,1251.0,451,93479000.0
2581,2009/04/23,916,121,402.0,228.0,829.0,448,93547600.0
2582,2009/04/24,179,83,624.0,222.0,1420.0,365,101655000.0
2583,2009/04/27,938,145,669.0,326.0,1392.0,933,120549000.0
2584,2009/04/28,263,156,640.0,240.0,1424.0,458,97539800.0
2585,2009/04/29,943,47,380.0,139.0,869.0,396,85246200.0
2586,2009/04/30,124,173,604.0,300.0,1259.0,747,101522400.0
2587,2009/05/01,775,140,324.0,206.0,327.0,586,106251600.0
2588,2009/05/04,714,168,993.0,351.0,1720.0,534,107844400.0
2589,2009/05/05,967,94,299.0,119.0,707.0,288,81682600.0
2590,2009/05/06,401,101,506.0,250.0,1019.0,376,83040000.0
2591,2009/05/07,972,85,528.0,206.0,1236.0,405,90019600.0
2592,2009/05/08,183,134,827.0,293.0,1707.0,496,101826200.0
2593,2009/05/11,637,143,665.0,268.0,1204.0,620,119582200.0
2594,2009/05/12,713,172,688.0,317.0,1435.0,535,90755200.0
2595,2009/05/13,117,262,358.0,383.0,377.0,603,91926600.0
2596,2009/05/14,769,86,369.0,151.0,882.0,493,94929400.0
2597,2009/05/15,948,100,419.0,228.0,923.0,527,102199600.0
